its,load_time(us),get_time(us)
1490,3332,25,13
1491,3521,73,16
1492,3335,52,13
1493,3330,27,15
1494,3517,59,14
1495,3326,52,13
1496,3501,26,13
1497,3332,58,14
1498,3331,50,15
1499,3540,29,15
1500,3349,55,13
1501,3331,26,15
1502,3540,53,15
1503,3331,49,15
1504,3543,25,14
1505,3331,52,13
1506,3332,45,14
1507,3587,27,14
1508,3339,50,15
1509,3330,66,14
1510,3520,27,14
1511,3326,51,15
1512,3491,36,13
1513,3332,27,14
1514,3330,48,16
1515,3573,51,16
1516,3333,28,16
1517,3330,49,14
1518,3491,25,14
1519,3325,50,14
1520,3481,36,13
1521,3332,27,14
1522,3332,47,14
1523,3490,49,15
1524,3332,25,15
1525,3341,44,14
1526,3492,49,14
1527,3327,26,14
1528,3466,40,13
1529,3333,48,14
1530,3332,26,15
1531,3484,49,14
1532,3332,47,14
1533,3331,25,14
1534,3539,49,15
1535,3327,53,27
1536,3495,25,11
1537,3330,52,15
1538,3330,27,15
1539,3487,47,14
1540,3333,46,15
1541,3329,25,14
1542,3488,48,16
1543,3332,48,14
1544,3465,23,11
1545,3472,61,14
1546,3334,50,16
1547,3492,27,14
1548,3332,49,15
1549,3333,47,16
1550,3501,29,15
1551,3328,50,14
1552,3330,37,12
1553,3530,27,14
1554,3332,49,14
1555,3491,26,13
1556,3334,52,14
1557,3329,47,13
1558,3565,29,14
1559,3327,50,13
1560,3328,37,11
1561,4533,46,18
1562,4514,74,20
1563,4856,74,19
1564,4487,39,18
1565,4726,76,20
1566,4491,65,17
1567,4717,41,18
1568,4846,113,18
1569,3568,96,14
1570,3337,26,16
1571,3332,59,17
1572,3475,70,15
1573,3328,28,14
1574,3455,45,14
1575,3333,28,15
1576,3334,52,14
1577,3441,52,15
1578,3335,27,16
1579,3336,46,15
1580,3427,53,15
1581,3339,25,14
1582,3393,41,12
1583,3371,47,13
1584,3332,25,14
1585,3503,50,15
1586,3333,51,16
1587,3359,26,15
1588,3484,57,15
1589,3348,45,13
1590,3376,21,11
1591,3383,49,16
1592,3332,27,14
1593,3492,50,15
1594,3339,43,15
1595,3331,25,14
1596,3452,55,14
1597,3342,47,14
1598,3343,25,12
1599,4628,77,20
1600,4487,35,13
1601,4715,40,18
1602,4563,70,33
1603,4598,75,18
1604,4506,34,16
1605,4827,73,19
1606,4539,67,18
1607,4788,38,20
1608,4509,68,19
1609,4745,70,18
1610,4620,35,19
1611,4673,74,19
1612,4538,36,21
1613,4757,75,19
1614,4506,69,19
1615,4593,66,34
1616,4543,73,18
1617,4256,55,14
1618,3333,27,14
1619,3399,52,12
1620,3501,55,15
1621,3332,27,14
1622,3664,51,13
1623,3332,45,15
1624,3334,28,16
1625,3526,69,12
1626,3334,49,15
1627,3338,23,14
1628,3659,65,14
1629,3268,27,13
1630,3491,31,11
1631,3471,67,13
1632,3302,24,14
1633,3667,51,13
1634,3353,50,14
1635,3302,24,12
1636,3730,52,13
1637,3351,46,14
1638,3384,27,13
1639,3455,53,14
1640,3331,42,15
1641,3492,26,14
1642,3330,55,14
1643,3331,44,15
1644,3503,29,14
1645,3366,51,13
1646,3326,23,12
1647,3489,55,15
1648,3332,46,14
1649,3489,27,15
1650,3332,49,13
1651,3333,48,14
1652,3545,30,14
1653,3329,49,14
1654,3366,40,13
1655,3433,27,15
1656,3332,52,13
1657,3488,48,16
1658,3332,28,14
1659,3329,46,13
1660,3495,52,15
1661,3330,26,14
1662,3368,41,12
1663,3432,48,14
1664,3332,26,14
1665,3563,53,14
1666,3333,28,14
1667,3332,46,14
1668,3493,52,14
1669,3330,25,14
1670,3348,41,12
1671,3436,49,15
1672,3331,26,16
1673,3490,49,14
1674,3330,44,16
1675,3330,25,13
1676,3487,53,15
1677,3331,41,14
1678,3346,26,13
1679,3441,53,13
1680,3333,45,14
1681,3494,27,15
1682,3333,49,14
1683,3331,26,14
1684,3677,56,14
1685,3329,42,15
1686,3337,21,13
1687,3458,49,14
1688,3335,49,15
1689,3561,29,15
1690,3331,50,13
1691,3333,45,14
1692,3492,31,15
1693,3304,48,13
1694,3266,39,15
1695,3643,30,14
1696,3303,46,13
1697,3752,41,13
1698,3293,25,14
1699,3305,42,14
1700,3653,48,14
1701,3331,27,14
1702,3343,44,13
1703,3999,54,17
1704,3667,85,14
1705,3671,57,14
1706,3326,29,13
1707,3331,44,13
1708,3691,52,14
1709,3514,32,13
1710,3306,46,31
1711,3636,56,13
1712,3332,25,13
1713,3678,51,14
1714,3339,44,13
1715,3268,24,13
1716,3719,55,14
1717,3304,46,14
1718,3301,24,13
1719,3752,53,15
1720,3304,25,14
1721,3501,32,12
1722,4719,76,18
1723,4560,26,12
1724,4715,72,16
1725,4669,52,16
1726,4730,35,18
1727,4535,55,17
1728,4768,62,18
1729,4613,34,16
1730,4734,66,18
1731,4596,65,16
1732,4778,36,17
1733,4562,70,15
1734,4720,63,19
1735,4614,34,17
1736,4738,66,18
1737,4611,66,18
1738,4748,36,17
1739,4615,70,24
1740,4907,33,17
1741,4689,67,16
1742,4893,55,18
1743,4891,33,17
1744,4874,61,15
1745,4843,59,18
1746,4670,32,17
1747,4659,69,16
1748,4618,55,17
1749,4753,33,17
1750,4597,67,18
1751,4770,64,16
1752,4697,30,16
1753,4654,67,18
1754,4635,58,16
1755,4685,34,17
1756,4656,63,18
1757,4777,34,17
1758,4711,68,18
1759,4717,71,18
1760,4615,35,17
1761,4695,70,18
1762,4694,83,30
1763,4729,36,17
1764,4618,67,16
1765,4728,66,18
1766,4701,31,16
1767,4720,71,17
1768,4610,61,16
1769,4682,35,19
1770,4643,72,18
1771,4691,69,20
1772,4521,26,16
1773,3681,68,15
1774,3326,27,15
1775,3330,51,14
1776,3407,51,15
1777,3333,26,15
1778,3532,70,13
1779,3391,58,15
1780,3334,26,15
1781,3805,55,14
1782,3400,55,15
1783,3327,24,13
1784,3483,51,15
1785,3344,47,15
1786,3374,22,12
1787,3448,49,13
1788,3331,42,14
1789,3421,28,14
1790,3326,51,14
1791,3352,46,16
1792,3439,30,15
1793,3333,51,14
1794,3378,22,12
1795,3381,51,14
1796,3343,48,13
1797,3435,25,14
1798,3326,45,15
1799,3333,43,14
1800,3615,28,15
1801,3326,48,14
1802,3457,42,13
1803,3464,26,14
1804,3347,42,14
1805,3712,44,13
1806,3364,25,14
1807,3326,42,11
1808,3783,49,14
1809,3280,24,15
1810,3260,57,25
1811,3664,31,14
1812,3334,53,14
1813,3599,56,16
1814,3373,29,15
1815,3365,52,14
1816,3465,52,14
1817,3339,25,16
1818,3334,49,15
1819,3397,49,16
1820,3362,25,15
1821,3559,45,11
1822,3334,46,13
1823,3307,25,14
1824,3912,55,14
1825,3432,50,15
1826,3548,40,15
1827,3664,82,14
1828,3298,52,13
1829,3558,21,11
1830,3522,55,14
1831,3361,26,13
1832,3489,59,14
1833,3335,51,14
1834,3380,24,14
1835,3478,55,14
1836,3333,49,14
1837,3334,26,16
1838,3435,54,14
1839,3369,47,13
1840,3608,28,13
1841,3336,60,20
1842,3359,44,16
1843,3444,33,15
1844,3371,49,14
1845,3331,44,15
1846,3436,30,13
1847,3333,48,15
1848,3412,24,13
1849,3341,54,15
1850,3332,47,13
1851,3421,29,15
1852,3341,54,13
1853,3373,48,16
1854,3436,31,14
1855,3339,53,15
1856,3419,35,12
1857,3362,26,14
1858,3368,50,14
1859,3416,53,16
1860,3331,25,14
1861,3331,48,15
1862,3429,58,14
1863,3340,25,13
1864,3426,31,11
1865,3470,44,14
1866,3251,48,28
1867,3788,45,14
1868,3265,25,14
1869,3288,42,15
1870,3696,47,15
1871,3304,25,14
1872,3317,66,29
1873,3645,50,16
1874,3284,24,12
1875,3632,44,14
1876,3327,47,13
1877,3369,26,17
1878,3755,59,14
1879,3333,47,15
1880,3332,25,15
1881,3792,60,14
1882,3330,48,15
1883,3641,28,16
1884,3331,51,15
1885,3327,25,14
1886,3755,57,14
1887,3335,45,16
1888,3327,25,14
1889,3672,60,15
1890,3332,47,16
1891,3531,21,12
1892,3334,48,14
1893,3331,43,14
1894,3706,33,16
1895,3368,51,15
1896,3333,45,15
1897,3490,30,15
1898,3332,50,14
1899,3511,40,14
1900,3451,27,15
1901,3331,48,14
1902,3528,28,17
1903,3325,50,14
1904,3329,45,15
1905,3589,33,14
1906,3332,61,21
1907,3460,40,13
1908,3347,27,16
1909,3335,46,14
1910,3528,47,13
1911,3326,27,16
1912,3327,43,15
1913,4274,71,15
1914,3376,26,15
1915,3857,63,15
1916,3342,49,16
1917,3332,24,15
1918,3655,56,16
1919,3411,49,14
1920,3332,27,29
1921,3574,51,16
1922,3344,26,15
1923,3579,52,15
1924,3327,44,16
1925,3333,25,15
1926,3450,52,15
1927,3333,43,14
1928,3370,27,14
1929,3420,51,14
1930,3339,45,13
1931,3388,23,13
1932,3359,50,15
1933,3364,43,14
1934,3419,26,15
1935,3332,47,15
1936,3331,43,14
1937,3423,30,13
1938,3385,48,15
1939,3379,22,12
1940,3368,48,13
1941,3332,44,15
1942,3508,28,15
1943,3370,49,15
1944,3332,43,14
1945,3419,27,15
1946,3341,48,15
1947,3402,30,12
1948,3377,28,14
1949,3333,47,16
1950,3419,46,13
1951,3338,25,14
1952,3369,44,14
1953,3422,48,14
1954,3327,27,14
1955,3415,36,13
1956,3401,51,15
1957,3369,25,14
1958,3545,50,13
1959,3339,26,14
1960,3345,45,13
1961,3422,51,15
1962,3357,26,14
1963,3326,45,13
1964,3422,51,17
1965,3360,28,14
1966,3484,37,12
1967,3519,87,17
1968,3376,34,14
1969,3504,70,15
1970,3341,72,13
1971,3331,25,15
1972,3636,51,13
1973,3287,42,13
1974,3482,22,13
1975,3447,50,14
1976,3317,24,14
1977,3473,47,15
1978,3335,43,14
1979,3326,25,15
1980,3590,48,13
1981,3288,39,15
1982,3289,24,14
1983,3586,47,14
1984,3285,43,14
1985,3460,22,12
1986,3404,48,14
1987,3251,44,14
1988,3579,27,12
1989,3334,47,13
1990,3328,44,13
1991,3622,26,14
1992,3287,49,14
1993,3316,46,11
1994,3556,27,14
1995,3300,49,13
1996,3499,25,15
1997,3340,50,15
1998,3299,45,14
1999,3538,27,15
2000,3322,47,13
2001,3505,45,11
2002,3527,27,14
2003,3358,57,13
2004,3725,47,13
2005,3332,26,15
2006,3327,43,15
2007,3668,50,13
2008,3318,24,13
2009,3318,30,12
2010,3704,59,13
2011,3306,26,13
2012,3676,44,12
2013,3287,24,13
2014,3300,42,13
2015,3732,48,13
2016,3386,24,15
2017,3328,45,14
2018,3699,49,14
2019,3300,25,13
2020,3496,30,11
2021,3439,65,14
2022,3329,24,13
2023,3622,48,13
2024,3270,70,13
2025,3311,23,13
2026,3666,48,14
2027,3332,41,14
2028,3297,39,26
2029,4629,78,19
2030,4572,23,11
2031,4737,70,16
2032,4661,30,27
2033,3524,32,15
2034,3254,50,13
2035,3599,44,14
2036,3249,25,14
2037,3256,52,97
2038,3971,56,16
2039,3347,25,14
2040,3332,30,12
2041,3553,53,13
2042,3340,25,16
2043,3490,49,13
2044,3337,48,15
2045,3358,30,13
2046,3665,75,15
2047,3336,51,14
2048,3331,27,13
2049,3689,62,15
2050,3331,26,14
2051,3634,36,12
2052,3332,51,15
2053,3344,25,21
2054,3588,56,14
2055,3334,48,16
2056,3330,25,14
2057,3602,53,15
2058,3337,51,14
2059,3492,28,13
2060,3334,51,14
2061,3331,42,14
2062,3484,31,15
2063,3340,49,14
2064,3341,46,14
2065,3490,28,14
2066,3335,48,14
2067,3487,33,16
2068,3340,53,16
2069,3331,41,14
2070,3483,29,15
2071,3347,53,14
2072,3340,46,13
2073,3493,28,14
2074,3333,49,15
2075,3492,48,14
2076,3334,25,13
2077,3341,48,14
2078,3488,53,14
2079,3332,26,15
2080,3329,30,12
2081,4650,77,20
2082,4507,38,18
2083,4732,76,20
2084,4491,63,16
2085,4553,36,19
2086,4491,69,20
2087,4646,37,18
2088,4510,68,18
2089,4734,69,19
2090,4508,35,18
2091,4641,77,18
2092,4487,74,18
2093,4670,35,20
2094,3328,63,20
2095,3495,53,15
2096,3332,26,14
2097,3330,50,16
2098,3485,56,14
2099,3332,25,13
2100,3351,42,13
2101,3443,52,15
2102,3326,24,13
2103,3494,51,14
2104,3332,25,14
2105,3346,51,14
2106,3771,52,15
2107,3336,25,14
2108,3331,39,25
2109,3660,53,14
2110,3330,25,14
2111,3517,57,41
2112,3327,57,14
2113,3327,25,13
2114,3657,66,16
2115,3334,49,15
2116,3536,23,12
2117,3473,67,14
2118,3333,49,15
2119,3628,31,14
2120,3332,59,16
2121,3330,44,14
2122,3551,31,13
2123,3333,53,15
2124,3332,26,14
2125,3672,101,16
2126,3464,71,14
2127,3528,29,15
2128,3334,60,13
2129,3333,45,14
2130,3510,29,16
2131,3326,54,14
2132,3331,48,15
2133,3680,30,14
2134,3353,59,14
2135,3727,72,12
2136,3333,27,15
2137,3331,48,14
2138,3547,53,14
2139,3331,25,14
2140,3327,49,14
2141,3509,30,15
2142,3345,56,15
2143,3551,50,13
2144,3334,27,14
2145,3330,52,14
2146,3506,54,14
2147,3344,26,14
2148,3333,51,22
2149,3504,55,14
2150,3335,25,15
2151,3508,46,16
2152,3334,47,15
2153,3331,24,15
2154,3503,62,15
2155,3345,49,15
2156,3329,25,13
2157,3551,55,14
2158,3332,27,14
2159,3744,43,14
2160,3334,47,13
2161,3345,26,13
2162,3555,57,14
2163,3332,47,14
2164,3339,24,14
2165,3650,55,13
2166,3354,49,16
2167,3501,22,13
2168,3332,53,14
2169,3340,47,16
2170,3489,29,14
2171,3333,55,15
2172,3332,48,14
2173,3485,29,14
2174,3392,56,14
2175,3518,53,14
2176,3332,25,14
2177,3329,47,13
2178,3566,30,16
2179,3333,55,13
2180,3357,51,15
2181,3839,32,14
2182,3355,61,16
2183,3619,49,15
2184,3327,26,15
2185,3333,53,17
2186,3541,55,13
2187,3333,26,13
2188,3479,34,13
2189,4616,80,18
2190,4594,53,13
2191,4616,73,20
2192,4636,40,13
2193,4544,37,17
2194,4588,32,12
2195,4681,40,17
2196,4600,64,12
2197,4633,68,17
2198,4603,22,26
2199,4685,75,17
2200,4662,32,11
2201,3531,36,16
2202,3331,55,14
2203,3754,53,14
2204,3334,27,14
2205,3333,49,15
2206,3720,58,15
2207,3346,26,15
2208,3361,80,12
2209,3633,54,15
2210,3332,27,15
2211,3627,52,15
2212,3330,46,16
2213,3331,25,14
2214,3578,60,14
2215,3331,31,18
2216,3335,59,15
2217,3721,72,15
2218,3325,26,15
2219,3529,39,12
2220,3336,54,14
2221,3330,29,14
2222,3648,58,16
2223,3332,43,14
2224,3327,25,14
2225,3603,64,15
2226,3328,51,14
2227,3455,21,12
2228,3559,52,14
2229,3331,45,14
2230,3487,28,14
2231,3332,49,15
2232,3330,26,13
2233,3492,53,13
2234,3330,47,13
2235,3470,22,12
2236,3554,56,14
2237,3330,50,15
2238,3676,29,15
2239,3333,54,15
2240,3332,47,14
2241,3528,31,13
2242,3332,52,15
2243,3344,40,13
2244,3507,28,14
2245,3334,49,14
2246,3604,52,14
2247,3333,26,15
2248,3333,49,16
2249,3719,56,14
2250,3421,28,14
2251,3372,51,34
2252,3541,29,14
2253,3327,54,14
2254,3495,49,14
2255,3330,25,15
2256,3330,44,14
2257,3490,56,16
2258,3332,25,14
2259,3358,114,15
2260,3563,53,14
2261,3354,31,14
2262,3891,121,21
2263,4627,122,18
2264,4803,43,19
2265,4601,82,19
2266,4699,68,16
2267,4539,36,17
2268,4598,47,16
2269,4541,35,18
2270,4523,41,12
2271,4624,72,19
2272,4632,22,12
2273,4664,77,19
2274,4610,44,13
2275,4589,40,18
2276,4492,68,17
2277,4830,68,19
2278,4536,34,20
2279,4688,76,20
2280,4492,69,18
2281,4637,39,18
2282,4583,75,17
2283,4752,79,18
2284,4523,36,18
2285,4745,78,18
2286,4531,38,19
2287,4711,79,17
2288,4528,64,18
2289,4694,40,21
2290,4487,73,17
2291,4669,69,20
2292,4585,35,18
2293,4607,69,40
2294,4500,65,19
2295,4602,36,19
2296,4523,71,17
2297,4739,69,17
2298,4591,35,18
2299,4717,74,19
2300,4509,65,19
2301,4626,36,19
2302,4512,71,19
2303,4678,66,19
2304,4553,32,18
2305,4466,67,12
2306,4532,35,17
2307,4528,32,11
2308,3503,60,14
2309,3337,29,15
2310,3359,36,13
2311,3595,55,15
2312,3326,33,13
2313,3639,43,14
2314,3331,47,14
2315,3329,24,14
2316,3546,54,15
2317,3334,44,14
2318,3330,25,15
2319,3425,51,16
2320,3330,44,14
2321,3380,26,13
2322,3344,49,15
2323,3330,26,14
2324,3517,56,15
2325,3333,46,15
2326,3332,25,14
2327,3579,56,14
2328,3331,43,15
2329,3465,22,12
2330,3475,54,15
2331,3331,47,14
2332,3453,25,13
2333,3309,72,66
2334,3508,48,13
2335,3689,35,14
2336,3440,56,13
2337,3303,43,14
2338,3716,37,15
2339,3310,50,15
2340,3523,37,12
2341,3364,25,14
2342,3302,44,13
2343,3535,27,13
2344,3303,43,15
2345,3334,43,13
2346,3605,25,13
2347,3264,44,15
2348,3447,52,12
2349,3479,26,15
2350,3303,42,14
2351,3615,42,14
2352,3305,26,14
2353,3303,41,13
2354,3649,48,13
2355,3345,24,13
2356,3265,41,13
2357,3570,48,14
2358,3333,25,14
2359,3573,35,13
2360,3328,25,13
2361,3339,44,14
2362,3626,47,14
2363,3304,26,14
2364,3265,42,13
2365,3590,47,13
2366,3303,24,14
2367,3399,31,11
2368,3471,49,15
2369,3330,28,14
2370,3586,50,14
2371,3333,42,13
2372,3328,25,14
2373,3661,54,14
2374,3332,44,15
2375,3329,25,14
2376,3613,62,14
2377,3331,49,15
2378,3524,23,12
2379,3400,60,15
2380,3333,24,15
2381,3417,51,14
2382,3332,47,14
2383,3333,25,15
2384,3448,53,14
2385,3335,44,16
2386,3445,22,12
2387,3513,80,17
2388,3940,83,14
2389,3642,36,16
2390,3334,65,16
2391,3327,51,14
2392,3522,31,16
2393,3336,61,13
2394,3457,38,12
2395,3403,27,15
2396,3339,46,14
2397,3418,27,13
2398,3532,51,14
2399,3331,45,14
2400,3424,28,14
2401,3330,50,13
2402,3332,44,14
2403,3422,30,16
2404,3331,48,13
2405,3529,47,15
2406,3336,26,15
2407,3327,55,21
2408,3847,61,15
2409,3328,27,15
2410,3330,45,14
2411,3643,60,15
2412,3333,27,15
2413,3374,35,12
2414,3369,30,14
2415,3337,49,14
2416,3418,55,14
2417,3327,25,15
2418,3328,46,16
2419,3421,52,14
2420,3334,26,13
2421,3374,34,12
2422,3379,49,15
2423,3329,25,14
2424,3416,48,15
2425,3332,43,14
2426,3330,26,14
2427,3421,53,15
2428,3332,46,14
2429,3378,22,12
2430,3378,49,14
2431,3326,45,15
2432,3414,24,15
2433,3332,45,14
2434,3329,26,14
2435,3519,53,14
2436,3333,44,15
2437,3330,23,13
2438,3601,60,14
2439,3331,44,13
2440,3637,24,13
2441,3333,53,13
2442,3332,42,15
2443,3423,35,16
2444,3330,48,15
2445,3330,43,14
2446,3420,31,15
2447,3329,47,14
2448,3378,33,12
2449,3383,30,15
2450,3329,47,15
2451,3419,29,14
2452,3333,48,15
2453,3332,49,14
2454,3422,33,16
2455,3353,51,15
2456,3373,31,11
2457,3377,28,14
2458,3338,51,14
2459,3578,68,16
2460,3338,29,14
2461,3333,47,15
2462,3518,51,15
2463,3327,25,24
2464,3326,34,12
2465,3479,63,15
2466,3333,26,15
2467,3499,51,17
2468,3333,48,14
2469,3332,25,13
2470,3601,69,17
2471,3375,28,15
2472,3388,33,11
2473,3432,50,15
2474,3339,26,15
2475,3505,53,15
2476,3333,46,14
2477,3331,26,14
2478,3490,54,15
2479,3332,45,15
2480,3383,21,12
2481,3427,60,23
2482,3363,43,14
2483,3724,26,13
2484,3286,45,13
2485,3256,39,15
2486,3650,28,14
2487,3333,46,14
2488,3529,47,12
2489,3491,47,14
2490,3287,46,13
2491,3677,27,14
2492,3287,48,13
2493,3255,43,14
2494,3692,31,14
2495,3332,52,14
2496,3484,34,12
2497,3560,27,14
2498,3249,46,13
2499,3643,44,14
2500,3286,25,14
2501,3255,46,13
2502,3609,51,13
2503,3361,27,13
2504,3349,43,14
2505,3443,52,13
2506,3325,27,13
2507,3497,46,14
2508,3332,29,13
2509,3329,48,16
2510,3702,50,14
2511,3347,25,13
2512,3298,44,15
2513,3677,50,13
2514,3286,25,27
2515,3696,46,12
2516,3271,44,13
2517,3269,23,14
2518,3737,59,14
2519,3303,42,13
2520,3299,25,14
2521,3596,55,16
2522,3299,42,14
2523,3335,25,12
2524,3498,48,14
2525,3303,25,13
2526,3758,48,14
2527,3301,41,14
2528,3359,29,13
2529,4013,109,19
2530,4722,78,18
2531,4847,42,18
2532,4691,74,18
2533,4811,99,18
2534,4590,39,19
2535,4675,72,19
2536,4519,79,18
2537,4509,37,19
2538,4500,70,20
2539,4669,69,18
2540,4604,37,19
2541,4689,70,20
2542,4577,38,19
2543,4695,66,18
2544,4507,70,20
2545,4599,24,12
2546,4593,73,19
2547,4520,32,11
2548,4627,36,19
2549,4637,47,12
2550,4624,83,96
2551,4577,22,12
2552,4582,72,19
2553,4499,65,32
2554,4636,41,19
2555,4489,72,17
2556,4643,69,20
2557,4540,33,18
2558,4581,75,19
2559,4573,65,20
2560,4682,37,20
2561,4524,68,19
2562,4654,35,17
2563,4628,65,17
2564,4800,64,16
2565,4678,33,18
2566,4615,66,20
2567,4652,59,17
2568,4663,35,18
2569,4613,63,18
2570,4631,64,19
2571,4616,33,17
2572,4707,61,17
2573,4686,57,17
2574,4780,35,17
2575,4614,61,17
2576,4657,67,17
2577,4619,34,17
2578,4730,80,17
2579,4555,38,17
2580,4697,84,17
2581,4546,70,19
2582,4622,37,16
2583,4548,68,19
2584,4705,68,17
2585,4602,37,18
2586,4483,74,18
2587,4593,63,18
2588,4560,39,17
2589,4589,69,20
2590,4517,72,20
2591,4586,37,20
2592,4503,69,18
2593,4590,69,20
2594,4500,37,21
2595,4582,69,18
2596,4516,71,16
2597,4582,35,18
2598,4504,73,20
2599,4585,38,18
2600,4548,97,20
2601,4592,72,19
2602,4525,42,20
2603,4580,84,22
2604,4482,86,20
2605,4586,34,18
2606,4531,79,19
2607,4491,65,19
2608,4552,36,20
2609,4563,68,18
2610,4717,67,18
2611,4524,35,18
2612,4669,70,18
2613,4590,65,20
2614,4607,36,17
2615,4503,69,18
2616,4629,39,18
2617,4611,69,17
2618,4613,71,19
2619,4510,33,18
2620,4503,64,11
2621,4538,68,20
2622,4519,22,12
2623,3421,65,15
2624,3330,50,20
2625,3565,26,16
2626,3334,50,14
2627,3333,43,17
2628,3506,33,14
2629,3332,52,14
2630,3446,35,12
2631,3499,39,16
2632,3264,43,13
2633,3639,47,14
2634,3304,26,14
2635,3299,46,15
2636,3628,29,15
2637,3341,56,14
2638,3664,80,16
2639,3606,39,15
2640,3288,61,13
2641,3727,43,15
2642,3284,25,14
2643,3319,39,13
2644,3649,50,14
2645,3335,25,15
2646,3331,43,14
2647,3635,53,14
2648,3331,24,13
2649,3712,47,14
2650,3325,53,15
2651,3325,25,14
2652,3721,54,14
2653,3334,25,14
2654,3333,44,14
2655,3637,51,14
2656,3331,24,13
2657,3638,50,15
2658,3334,45,15
2659,3327,25,23
2660,3628,49,14
2661,3333,52,13
2662,3334,33,12
2663,3665,56,15
2664,3333,42,14
2665,3689,26,14
2666,3322,49,14
2667,3288,40,14
2668,3732,29,14
2669,3326,48,15
2670,3403,22,12
2671,3434,48,14
2672,3334,44,14
2673,3723,27,14
2674,3317,48,15
2675,3296,43,14
2676,3723,29,14
2677,3285,50,14
2678,3281,39,14
2679,3717,31,13
2680,3332,49,13
2681,3685,46,13
2682,3304,27,15
2683,3285,46,15
2684,3689,52,15
2685,3288,25,13
2686,3251,42,13
2687,3650,49,14
2688,3292,25,13
2689,3569,31,12
2690,3288,26,14
2691,3259,49,13
2692,3619,49,14
2693,3331,24,14
2694,3343,43,15
2695,3635,50,14
2696,3280,24,13
2697,3531,40,12
2698,3658,61,53
2699,4620,37,17
2700,4604,80,19
2701,4480,66,21
2702,4733,40,19
2703,4583,73,19
2704,4636,69,17
2705,4460,36,28
2706,4611,72,19
2707,4488,34,18
2708,4223,69,24
2709,3339,52,21
2710,3628,26,13
2711,3330,51,14
2712,3327,52,14
2713,3548,30,15
2714,3331,53,15
2715,3329,47,14
2716,3537,32,16
2717,3331,53,15
2718,3586,51,13
2719,3334,27,15
2720,3329,47,16
2721,3694,62,15
2722,4587,44,21
2723,3505,71,16
2724,3335,52,16
2725,3334,27,14
2726,3513,63,14
2727,3333,27,15
2728,3437,43,12
2729,3526,54,14
2730,3335,27,16
2731,3652,51,14
2732,3334,45,15
2733,3331,24,15
2734,3657,55,16
2735,3326,45,13
2736,3391,21,12
2737,3441,54,14
2738,3333,47,15
2739,3541,30,15
2740,3334,53,14
2741,3332,43,14
2742,3536,32,16
2743,3327,52,14
2744,3394,22,12
2745,3427,52,13
2746,3331,46,15
2747,3533,27,14
2748,3331,51,14
2749,3331,47,14
2750,3488,30,13
2751,3336,56,14
2752,3390,36,13
2753,3395,29,15
2754,3329,51,15
2755,3489,49,15
2756,3368,28,16
2757,3330,53,14
2758,3501,53,15
2759,3324,26,14
2760,3444,40,12
2761,3342,50,14
2762,3332,26,14
2763,3548,54,14
2764,3333,26,13
2765,3333,48,15
2766,3714,61,15
2767,3334,27,14
2768,3455,38,13
2769,3392,53,16
2770,3332,26,16
2771,3496,52,14
2772,3331,52,19
2773,3364,25,15
2774,3652,76,16
2775,3418,51,15
2776,3943,31,13
2777,3564,90,15
2778,3324,53,15
2779,3682,32,15
2780,3335,57,15
2781,3331,24,15
2782,3682,61,13
2783,3334,52,13
2784,3503,22,12
2785,3526,60,15
2786,3329,45,14
2787,3537,29,15
2788,3327,48,14
2789,3333,45,13
2790,3668,34,15
2791,3333,53,14
2792,3332,43,24
2793,3705,33,14
2794,3334,52,14
2795,3511,50,13
2796,3326,26,14
2797,3333,48,15
2798,3542,30,16
2799,3332,54,14
2800,3337,41,12
2801,4579,47,18
2802,4562,82,17
2803,4746,82,16
2804,4574,34,18
2805,4675,79,19
2806,4495,67,19
2807,4798,38,17
2808,4602,64,19
2809,3653,54,16
2810,3326,25,15
2811,3469,32,12
2812,3368,51,14
2813,3332,26,15
2814,3559,51,14
2815,3333,41,15
2816,3331,25,15
2817,3487,50,14
2818,3326,25,16
2819,3466,30,11
2820,3439,47,13
2821,3330,27,14
2822,3420,52,14
2823,3334,44,14
2824,3330,26,13
2825,3521,58,14
2826,3329,43,14
2827,3343,24,13
2828,3488,58,15
2829,3337,47,15
2830,3499,28,15
2831,3334,53,13
2832,3332,46,14
2833,3498,29,14
2834,3327,50,15
2835,3347,27,14
2836,3444,51,14
2837,3332,48,16
2838,3489,28,16
2839,3336,49,15
2840,3330,45,15
2841,3499,30,15
2842,3327,50,15
2843,3394,36,12
2844,3450,28,15
2845,3334,46,15
2846,3648,57,36
2847,3364,27,14
2848,3331,44,14
2849,3631,55,14
2850,3350,26,15
2851,3440,31,12
2852,3502,49,14
2853,3334,27,16
2854,3758,51,13
2855,3335,27,16
2856,3337,59,15
2857,3557,67,15
2858,3333,27,14
2859,3333,51,14
2860,3845,62,15
2861,3326,25,14
2862,3617,47,15
2863,3334,47,14
2864,3333,26,15
2865,3585,57,13
2866,3335,45,15
2867,3331,24,15
2868,3749,59,14
2869,3329,42,14
2870,3597,25,13
2871,3334,52,15
2872,3331,26,14
2873,3574,57,13
2874,3336,47,14
2875,3331,26,15
2876,3500,57,14
2877,3329,44,14
2878,3475,32,13
2879,4662,70,19
