its,load_time(us),get_time(us)
60629,4508,36,65
60630,4041,46,49
60631,3409,37,13
60632,3395,28,34
60633,3326,51,34
60634,3489,45,15
60635,3334,26,57
60636,3364,43,15
60637,3492,30,35
60638,3335,47,44
60639,3461,34,32
60640,3785,51,65
60641,3336,46,15
60642,3623,50,17
60643,3327,25,49
60644,3250,38,12
60645,3630,43,45
60646,3287,25,31
60647,3511,29,46
60648,3414,43,43
60649,3256,24,14
60650,3633,46,28
60651,3342,36,14
60652,3251,24,45
60653,3630,48,16
60654,3290,24,15
60655,3441,32,21
60656,4558,80,18
60657,4523,39,36
60658,4623,73,65
60659,4597,39,36
60660,4595,39,49
60661,4615,44,62
60662,4623,65,41
60663,4499,29,12
60664,4702,74,42
60665,4480,61,42
60666,4530,39,49
60667,4505,56,43
60668,4668,63,42
60669,4374,26,35
60670,3622,49,16
60671,3325,43,31
60672,3343,22,36
60673,3465,51,34
60674,3332,25,32
60675,3549,45,31
60676,3333,40,14
60677,3333,25,15
60678,3543,50,45
60679,3327,44,14
60680,3480,25,13
60681,3605,49,33
60682,3331,42,15
60683,3669,28,38
60684,3333,42,15
60685,3332,41,15
60686,3603,29,39
60687,3330,42,15
60688,3400,37,27
60689,3491,28,15
60690,3334,45,39
60691,3612,28,14
60692,3334,48,32
60693,3334,40,31
60694,3614,30,15
60695,3334,43,17
60696,3366,38,22
60697,3514,28,53
60698,3326,41,16
60699,3508,52,15
60700,3679,41,18
60701,3483,59,33
60702,3549,47,14
60703,3712,31,55
60704,3635,62,33
60705,3389,42,14
60706,3335,25,15
60707,3804,45,43
60708,3287,38,40
60709,3250,24,42
60710,3777,46,30
60711,3282,25,32
60712,3456,30,12
60713,3504,44,15
60714,3330,25,38
60715,3617,48,48
60716,3362,43,45
60717,3332,26,47
60718,3648,52,14
60719,3334,42,16
60720,3411,39,29
60721,3377,45,34
60722,3331,41,14
60723,3418,28,16
60724,3331,48,33
60725,3329,40,31
60726,3533,32,17
60727,3327,50,15
60728,3332,25,14
60729,3420,56,33
60730,3331,43,46
60731,3416,26,45
60732,3332,42,15
60733,3329,43,43
60734,3545,31,58
60735,3324,43,16
60736,3329,42,44
60737,3477,28,37
60738,3334,46,44
60739,3442,33,28
60740,3375,29,38
60741,3335,41,43
60742,3485,54,17
60743,3326,27,34
60744,3331,40,33
60745,3421,48,33
60746,3334,25,16
60747,3375,30,20
60748,3377,29,47
60749,3331,40,15
60750,3413,44,44
60751,3327,27,48
60752,3335,41,15
60753,3547,50,44
60754,3334,25,17
60755,3375,33,14
60756,3379,45,16
60757,3329,27,33
60758,3427,44,15
60759,3340,43,44
60760,3331,25,15
60761,3478,48,15
60762,3331,40,16
60763,3337,24,38
60764,3508,52,15
60765,3328,26,39
60766,3503,55,33
60767,3355,42,32
60768,3330,26,47
60769,3571,52,29
60770,3334,42,28
60771,3331,26,34
60772,3456,54,46
60773,3338,40,15
60774,3416,24,28
60775,3350,50,46
60776,3532,66,34
60777,3614,43,18
60778,3340,69,32
60779,3332,41,32
60780,3553,29,39
60781,3332,43,16
60782,3386,23,13
60783,3371,52,36
60784,3326,43,43
60785,3436,27,16
60786,3334,49,45
60787,3332,45,35
60788,3427,28,38
60789,3333,46,33
60790,3375,30,12
60791,3384,28,15
60792,3327,55,16
60793,3457,47,14
60794,3334,26,16
60795,3333,43,33
60796,3422,48,15
60797,3334,27,16
60798,3373,34,12
60799,3377,46,46
60800,3327,26,15
60801,3439,43,46
60802,3337,24,36
60803,3334,42,43
60804,3423,47,15
60805,3334,26,16
60806,3332,44,13
60807,3397,45,45
60808,3333,25,17
60809,3435,49,34
60810,3335,44,33
60811,3331,24,14
60812,3424,54,15
60813,3333,45,15
60814,3332,24,49
60815,3421,53,14
60816,3334,42,17
60817,3422,27,14
60818,3336,48,45
60819,3331,27,15
60820,3488,54,17
60821,3334,45,15
60822,3332,27,57
60823,3669,50,42
60824,3418,47,28
60825,3855,29,16
60826,3384,63,48
60827,3661,47,14
60828,3651,26,37
60829,3301,42,14
60830,3333,43,34
60831,3753,29,34
60832,3300,41,15
60833,3644,30,48
60834,3326,26,18
60835,3323,42,16
60836,3582,44,42
60837,3333,25,31
60838,3299,40,29
60839,3617,28,13
60840,3300,44,31
60841,3606,75,31
60842,3546,26,35
60843,3272,41,14
60844,3794,43,14
60845,3274,24,32
60846,3297,40,29
60847,3601,45,36
60848,3364,26,34
60849,3463,31,27
60850,3503,46,14
60851,3331,25,15
60852,3640,49,30
60853,3325,42,32
60854,3328,26,34
60855,3547,52,33
60856,3333,24,16
60857,3392,34,22
60858,3452,47,33
60859,3331,25,17
60860,3483,47,45
60861,3327,41,32
60862,3330,25,15
60863,3722,59,36
60864,3333,42,31
60865,3417,23,12
60866,3474,49,16
60867,3333,43,45
60868,3558,26,37
60869,3345,43,33
60870,3327,43,46
60871,3740,28,37
60872,3332,42,15
60873,3484,50,20
60874,3538,30,36
60875,3329,42,15
60876,3547,28,37
60877,3380,48,16
60878,3333,45,15
60879,3512,33,15
60880,3327,56,15
60881,3392,31,12
60882,3436,29,53
60883,3342,44,32
60884,3506,50,43
60885,3336,28,33
60886,3330,42,16
60887,3494,48,46
60888,3326,25,48
60889,3386,34,28
60890,3434,44,43
60891,3332,26,44
60892,3489,44,15
60893,3333,26,35
60894,3333,44,44
60895,3498,50,16
60896,3325,26,36
60897,3392,30,12
60898,3425,49,16
60899,3330,26,36
60900,3488,59,49
60901,3360,61,41
60902,3328,26,14
60903,3497,50,15
60904,3326,42,31
60905,3409,24,27
60906,3380,47,31
60907,3331,41,15
60908,3489,27,37
60909,3334,44,45
60910,3345,25,15
60911,3490,50,32
60912,3326,42,31
60913,3473,24,22
60914,3347,47,44
60915,3330,44,43
60916,3491,28,15
60917,3443,65,37
60918,3572,72,17
60919,3529,34,15
60920,3337,56,42
60921,3561,60,12
60922,3326,25,35
60923,3330,40,15
60924,3671,47,43
60925,3335,24,16
60926,3300,41,15
60927,3707,49,15
60928,3337,25,35
60929,3676,39,24
60930,3342,26,16
60931,3327,46,39
60932,3584,60,47
60933,3336,25,15
60934,3331,43,14
60935,3568,54,45
60936,3333,26,15
60937,3546,32,12
60938,3494,49,32
60939,3343,25,13
60940,3500,47,35
60941,3326,45,43
60942,3331,25,15
60943,3661,59,16
60944,3336,46,34
60945,3407,21,21
60946,3436,46,16
60947,3333,25,47
60948,3504,48,16
60949,3326,42,47
60950,3335,26,35
60951,3504,49,33
60952,3332,44,15
60953,3418,21,22
60954,3430,47,14
60955,3334,41,41
60956,3539,28,34
60957,3326,43,29
60958,3330,41,44
60959,3501,30,36
60960,3335,46,16
60961,3393,31,25
60962,3401,29,16
60963,3332,50,46
60964,3487,47,31
60965,3324,26,14
60966,3327,43,43
60967,3691,30,33
60968,3295,39,26
60969,3732,68,34
60970,3301,25,31
60971,3303,40,31
60972,3712,50,31
60973,3301,24,14
60974,3270,39,15
60975,3626,46,41
60976,3274,25,15
60977,3476,30,12
60978,4686,72,38
60979,4580,21,11
60980,3473,76,41
60981,3296,41,15
60982,3724,28,16
60983,3304,55,97
60984,3647,26,14
60985,3666,52,14
60986,3333,44,14
60987,3587,25,61
60988,3396,45,13
60989,3335,41,30
60990,3855,39,16
60991,3328,77,16
60992,3325,52,32
60993,3625,31,15
60994,3334,53,33
60995,3352,43,26
60996,3443,28,51
60997,3332,46,15
60998,3529,51,15
60999,3334,27,15
61000,3328,46,46
61001,4605,82,38
61002,4683,45,46
61003,4564,62,18
61004,4631,40,64
61005,4531,62,41
61006,4645,64,19
61007,4508,52,17
61008,4713,63,44
61009,3328,49,32
61010,3494,27,37
61011,3298,41,15
61012,3302,40,14
61013,3666,29,15
61014,3309,48,15
61015,3384,40,14
61016,3532,28,36
61017,3266,41,14
61018,3652,41,55
61019,3309,26,34
61020,3299,40,30
61021,3616,29,48
61022,3300,40,33
61023,3368,28,11
61024,4733,45,18
61025,4677,47,27
61026,4615,63,39
61027,4735,22,21
61028,4742,101,22
61029,3935,88,37
61030,3542,36,14
61031,3322,61,30
61032,3637,44,12
61033,3525,30,15
61034,3326,47,51
61035,3729,44,31
61036,3287,24,32
61037,3317,39,42
61038,3645,29,35
61039,3333,42,30
61040,3476,30,12
61041,3473,23,46
61042,3254,57,14
61043,3574,44,32
61044,3327,25,14
61045,3330,42,14
61046,3597,51,30
61047,3333,27,17
61048,3552,30,12
61049,3546,51,16
61050,3332,25,41
61051,3584,52,15
61052,3333,44,31
61053,3324,24,14
61054,3517,50,43
61055,3286,41,43
61056,3558,22,22
61057,3501,48,29
61058,3286,25,34
61059,3576,47,15
61060,3333,44,33
61061,3324,26,32
61062,3510,53,36
61063,3335,43,34
61064,3488,25,28
61065,3355,46,15
61066,3331,45,16
61067,3517,29,15
61068,3359,49,14
61069,3331,41,15
61070,3506,29,40
61071,3331,43,15
61072,3498,47,71
61073,3424,27,36
61074,3333,44,30
61075,3693,25,50
61076,3321,39,14
61077,3256,37,14
61078,3734,27,46
61079,3264,38,38
61080,3479,45,12
61081,3509,23,42
61082,3300,38,28
61083,3808,40,37
61084,3289,24,13
61085,3254,36,15
61086,3717,41,14
61087,3257,23,15
61088,3285,63,24
61089,3542,48,16
61090,3331,24,15
61091,3702,48,46
61092,3350,46,40
61093,3351,27,66
61094,3774,61,29
61095,3332,24,45
61096,3415,38,40
61097,3766,44,14
61098,3265,23,30
61099,3638,40,42
61100,3278,39,15
61101,3297,23,13
61102,3570,48,15
61103,3302,39,14
61104,3298,23,13
61105,3720,45,31
61106,3300,40,31
61107,3673,25,52
61108,3296,39,13
61109,3301,39,15
61110,3735,25,14
61111,3305,49,14
61112,3299,24,33
61113,3710,52,44
61114,3268,38,30
61115,3629,52,12
61116,3332,45,14
61117,3326,40,16
61118,3653,28,15
61119,3306,48,43
61120,3302,39,30
61121,3784,30,13
61122,3302,47,14
61123,3640,30,36
61124,3368,24,74
61125,3333,41,28
61126,3667,45,28
61127,3285,24,31
61128,3328,41,28
61129,3515,52,32
61130,3333,24,47
61131,3497,32,20
61132,3331,25,14
61133,3329,38,45
61134,3492,51,17
61135,3362,27,17
61136,3332,42,45
61137,3510,53,15
61138,3343,25,36
61139,3489,31,12
61140,3332,43,33
61141,3333,24,34
61142,3537,44,35
61143,3326,40,44
61144,3326,27,33
61145,3495,52,16
61146,3333,43,16
61147,3497,27,35
61148,3332,46,62
61149,3613,27,32
61150,3533,48,17
61151,3332,42,15
61152,3368,27,29
61153,3495,44,34
61154,3332,44,16
61155,3506,27,15
61156,3333,48,36
61157,3329,42,45
61158,3493,28,35
61159,3330,43,14
61160,3392,30,12
61161,3426,27,35
61162,3332,44,34
61163,3610,46,40
61164,3333,26,46
61165,3339,41,30
61166,3554,27,38
61167,3330,42,15
61168,3496,40,12
61169,3523,40,17
61170,3538,82,16
61171,3566,75,34
61172,3334,27,15
61173,3332,44,16
61174,3556,54,32
61175,3332,25,47
61176,3661,32,13
61177,3409,43,34
61178,3331,24,33
61179,3501,45,16
61180,3352,42,34
61181,3331,25,33
61182,3506,50,15
61183,3334,42,15
61184,3429,21,11
61185,3492,48,14
61186,3331,26,17
61187,3600,53,14
61188,3323,45,16
61189,3330,25,14
61190,3506,55,15
61191,3335,43,16
61192,3337,23,12
61193,4570,89,20
61194,4620,40,13
61195,4457,38,69
61196,4532,55,23
61197,4515,59,15
61198,3349,27,40
61199,3768,52,43
61200,3328,45,30
61201,3325,25,47
61202,3663,51,30
61203,3333,25,58
61204,3872,61,12
61205,3379,45,32
61206,3332,26,48
61207,3617,49,33
61208,3331,41,13
61209,3331,25,34
61210,3708,55,45
61211,3329,41,15
61212,3492,23,30
61213,3334,44,32
61214,3335,44,43
61215,3591,30,16
61216,3336,51,15
61217,3334,44,33
61218,3630,33,16
61219,3330,50,47
61220,3481,45,42
61221,3342,26,17
61222,3334,46,15
61223,3495,30,16
61224,3350,51,17
61225,3329,43,15
61226,3487,30,17
61227,3329,50,16
61228,3625,55,33
61229,3586,27,17
61230,3334,43,15
61231,3498,49,16
61232,3331,26,15
61233,3375,47,35
61234,3589,48,34
61235,3337,24,35
61236,3532,44,14
61237,3325,42,15
61238,3325,27,36
61239,3558,56,34
61240,3332,26,16
61241,3332,45,13
61242,3515,57,15
61243,3332,25,34
61244,3601,46,16
61245,3340,41,14
61246,3291,26,31
61247,3663,49,28
61248,3287,38,29
61249,3315,23,13
61250,3627,65,15
61251,3346,45,43
61252,3575,22,24
61253,3334,46,31
61254,3344,41,40
61255,3724,34,40
61256,3326,44,44
61257,3283,40,53
61258,3964,44,47
61259,3341,49,14
61260,3470,27,13
61261,3517,56,44
61262,3270,40,39
61263,3774,26,47
61264,3335,40,14
61265,3262,39,30
61266,3828,28,15
61267,3276,46,14
61268,3298,38,15
61269,3692,28,37
61270,3303,42,41
61271,3642,40,30
61272,3341,25,16
61273,3332,49,16
61274,3696,50,34
61275,3328,25,15
61276,3332,46,14
61277,3629,31,49
61278,3335,45,35
61279,3486,30,12
61280,3349,26,18
61281,3332,45,15
61282,3533,48,36
61283,3327,41,16
61284,3328,46,43
61285,3779,55,16
61286,3333,27,14
61287,3489,36,39
61288,3345,43,44
61289,3331,24,44
61290,3512,50,17
61291,3331,41,46
61292,3336,26,51
61293,3483,46,45
61294,3337,24,13
61295,3640,41,14
61296,3332,45,14
61297,3328,24,16
61298,3749,62,16
61299,3336,46,34
61300,3345,26,17
61301,3664,52,14
61302,3359,46,16
61303,3491,24,45
61304,3338,44,33
61305,3331,39,15
61306,3593,30,14
61307,3351,59,33
61308,3502,55,33
61309,3743,45,69
61310,3333,49,16
61311,3454,38,28
61312,3618,31,14
61313,3333,51,17
61314,3825,26,16
61315,3332,51,45
61316,3344,42,42
61317,3604,29,36
61318,3332,44,34
61319,3403,31,28
61320,3441,27,16
61321,3327,45,32
61322,3501,43,14
61323,3330,26,16
61324,3331,43,34
61325,3500,52,16
61326,3332,26,18
61327,3331,32,11
61328,3600,56,34
61329,3331,24,50
61330,3532,46,15
61331,3337,25,16
61332,3331,46,31
61333,3553,50,35
61334,3332,25,16
61335,3330,39,31
61336,3505,50,33
61337,3346,24,15
61338,3499,46,15
61339,3350,49,34
61340,3328,24,49
61341,3643,50,39
61342,3353,42,16
61343,3344,23,13
61344,3471,50,16
61345,3351,44,32
61346,3504,25,34
61347,3342,45,15
61348,3329,42,15
61349,3651,29,15
61350,3332,49,32
61351,3330,25,46
61352,3598,53,35
61353,3329,46,47
61354,3740,28,16
61355,3333,50,33
61356,3327,42,32
61357,3728,26,15
61358,3336,48,32
61359,3342,43,11
61360,3611,27,36
61361,3333,46,44
61362,3536,43,34
61363,3334,26,15
61364,3338,44,31
61365,3487,46,15
61366,3332,26,15
61367,3332,44,16
61368,3489,26,15
61369,3334,49,15
61370,3490,45,15
61371,3332,25,14
61372,3333,52,15
61373,3524,50,32
61374,3335,28,37
61375,3343,46,14
61376,3565,50,44
61377,3331,25,15
61378,3713,39,13
61379,3406,44,14
61380,3254,23,36
61381,3807,44,30
61382,3250,38,44
61383,3254,24,31
61384,3702,45,30
61385,3325,40,31
61386,3254,23,45
61387,3673,45,31
61388,3332,24,41
61389,3798,50,13
61390,3338,43,32
61391,3264,26,30
61392,3669,46,13
61393,3300,39,15
61394,3300,23,14
61395,3642,53,22
61396,3350,43,40
61397,3582,22,28
61398,3299,42,29
61399,3278,36,15
61400,3665,28,15
61401,3326,47,31
61402,3358,41,34
61403,3491,33,38
61404,3342,42,17
61405,3489,21,36
61406,3336,43,17
61407,3334,40,15
61408,3490,30,16
61409,3337,48,14
61410,3333,43,15
61411,3491,31,17
61412,3332,47,48
61413,3484,61,30
61414,3335,25,14
61415,3330,44,45
61416,3502,58,31
61417,3327,26,35
61418,3340,45,15
61419,3490,57,17
61420,3358,28,16
61421,3665,43,39
61422,3334,26,34
61423,3339,42,32
61424,3490,45,36
61425,3328,25,16
61426,3330,42,32
61427,3554,53,46
61428,3343,27,13
61429,3592,47,32
61430,3336,44,44
61431,3338,26,15
61432,3585,52,47
61433,3344,42,35
61434,3329,25,35
61435,3582,47,13
61436,3334,43,17
61437,3785,25,32
61438,3332,44,33
61439,3330,41,46
61440,3564,29,37
61441,3332,42,44
61442,3340,25,39
61443,3539,47,17
61444,3324,40,41
61445,3507,31,35
61446,3344,42,33
61447,3328,41,31
61448,3646,36,15
61449,3479,88,63
61450,3835,37,12
61451,3570,31,15
61452,3333,53,16
61453,3617,53,13
61454,3326,25,40
61455,3331,42,42
61456,3556,49,14
61457,3332,29,39
61458,3334,33,32
61459,3431,32,40
61460,3340,43,48
61461,3507,49,33
61462,3331,26,15
61463,3324,42,17
61464,3585,55,16
61465,3341,25,39
61466,3410,31,20
61467,3429,49,14
61468,4590,42,56
61469,4656,74,20
61470,4516,63,20
61471,4691,38,57
61472,4528,63,18
61473,4634,65,19
61474,4521,34,21
61475,4642,105,19
61476,4527,63,41
61477,4669,39,19
61478,4571,69,20
61479,4594,37,20
61480,4583,77,47
61481,4643,64,22
61482,4562,35,19
61483,4526,74,60
61484,4491,59,18
61485,4630,36,49
61486,4604,62,46
61487,4588,67,19
61488,4489,35,50
61489,4566,65,18
61490,4565,57,18
61491,4581,34,47
61492,4525,61,18
61493,4631,63,20
61494,4528,37,46
61495,4580,62,43
61496,4494,34,19
61497,4692,64,62
61498,4664,89,20
61499,4694,30,55
61500,4594,64,40
61501,4656,37,23
61502,4625,41,47
61503,4650,59,14
61504,4776,62,19
61505,4586,22,22
61506,4663,61,18
61507,4696,51,32
61508,4659,36,42
61509,4579,69,45
61510,4653,59,17
61511,4618,34,17
61512,4624,61,18
61513,4605,58,55
61514,4811,35,44
61515,4613,57,19
61516,4632,34,41
61517,4646,57,36
61518,4714,63,53
61519,4633,32,42
61520,4708,63,54
61521,4607,57,18
61522,4702,34,17
61523,4609,62,43
61524,4627,61,41
61525,4646,33,58
61526,4642,62,18
61527,4716,58,18
61528,4890,36,19
61529,4601,71,40
61530,4742,69,22
61531,4499,35,69
61532,4798,70,47
61533,4583,37,45
61534,4562,85,89
61535,4536,60,43
61536,3851,33,38
61537,3332,44,30
61538,3443,34,20
61539,3480,27,51
61540,3334,43,15
61541,3452,44,15
61542,3340,26,15
61543,3325,42,14
61544,3422,44,16
61545,3334,26,36
61546,3365,35,24
61547,3379,45,49
61548,3338,26,16
61549,3420,45,30
61550,3335,25,15
61551,3327,41,14
61552,3420,49,15
61553,3334,26,37
61554,3332,46,17
61555,3414,51,16
61556,3332,26,50
61557,3417,44,32
61558,3325,43,35
61559,3327,26,33
61560,3551,53,44
61561,3334,42,30
61562,3331,26,35
61563,3482,51,46
61564,3330,41,16
61565,3546,42,13
61566,3348,65,21
61567,4630,116,45
61568,4645,48,22
61569,4469,85,19
61570,4518,40,20
61571,4558,72,45
61572,4567,67,18
61573,4461,34,46
61574,4596,75,64
61575,4496,61,56
61576,4694,37,20
61577,4503,66,64
61578,4628,65,40
61579,4460,36,20
61580,4612,71,61
61581,4579,56,46
61582,4718,38,49
61583,4555,58,21
61584,4668,65,42
61585,4560,34,19
61586,4653,66,18
61587,4578,35,47
61588,4700,60,40
61589,4584,58,21
61590,4587,25,31
61591,4537,83,62
61592,4537,32,30
61593,4653,52,55
61594,4609,35,63
61595,4674,74,20
61596,4533,42,12
61597,3613,58,15
61598,3331,46,14
61599,3725,27,36
61600,3376,43,13
61601,3300,40,33
61602,3673,27,34
61603,3300,41,13
61604,3356,34,12
61605,4781,41,51
61606,4685,35,12
61607,4634,32,18
61608,4584,60,60
61609,3549,55,30
61610,3299,26,32
61611,3583,43,30
61612,3321,40,28
61613,3254,23,14
61614,3656,49,32
61615,3323,40,42
61616,3268,24,14
61617,3673,49,14
61618,3332,44,14
61619,3645,23,13
61620,3332,50,49
61621,3328,43,44
61622,3500,30,15
61623,3328,55,46
61624,3355,27,16
61625,3497,52,15
61626,3334,43,31
61627,3485,27,15
61628,3331,47,32
61629,3330,42,15
61630,3535,30,51
61631,3332,43,32
61632,3324,39,13
61633,3532,32,38
61634,3342,44,35
61635,3488,45,33
61636,3333,26,47
61637,3332,40,31
61638,3490,51,15
61639,3331,26,34
61640,3381,36,12
61641,3425,43,44
61642,3332,25,34
61643,3492,44,16
61644,3331,27,51
61645,3332,42,46
61646,3493,48,15
61647,3332,27,15
61648,3447,31,20
61649,3501,47,53
61650,3356,26,47
61651,3522,45,15
61652,3333,41,32
61653,3333,26,32
61654,3578,49,33
61655,3332,42,16
61656,3394,22,22
61657,3424,55,32
61658,3327,41,17
61659,3483,26,14
61660,3334,48,32
61661,3330,25,34
61662,3592,55,47
61663,3331,42,15
61664,3446,21,11
61665,3438,56,31
61666,3327,43,33
61667,3612,28,14
61668,3332,50,32
61669,3333,43,16
61670,3489,29,17
61671,3334,47,17
61672,3389,31,11
61673,3490,26,43
61674,3324,42,31
61675,3831,53,15
61676,3333,26,16
61677,3343,44,50
61678,3725,30,15
61679,3344,53,16
61680,3455,31,26
61681,3450,27,34
61682,3397,40,13
61683,3728,41,29
61684,3264,25,32
61685,3265,40,40
61686,3822,47,29
61687,3331,25,45
61688,3411,38,14
61689,3509,40,14
61690,3298,23,16
61691,3746,44,14
61692,3335,41,15
61693,3264,24,15
61694,3757,51,43
61695,3513,49,32
61696,3544,38,15
61697,3563,74,15
61698,3289,25,36
61699,3638,46,20
61700,3300,39,14
61701,3299,22,13
61702,3710,45,28
61703,3284,38,14
61704,3250,23,30
61705,3685,48,29
61706,3333,41,28
61707,3646,24,13
61708,3437,45,14
61709,3306,41,14
61710,3525,28,33
61711,3331,40,30
61712,3330,37,15
61713,3509,28,34
61714,3332,37,14
61715,3513,26,41
61716,3332,39,40
61717,3329,38,27
61718,3547,27,13
61719,3331,44,29
61720,3344,33,27
61721,3481,35,15
61722,3331,47,15
61723,3515,42,40
61724,3332,25,44
61725,3331,39,29
61726,3513,45,13
61727,3330,25,32
61728,3458,37,14
61729,4718,68,18
61730,4565,31,16
61731,4722,66,20
61732,4622,62,59
61733,4711,34,46
61734,4579,62,20
61735,4708,35,62
61736,4567,59,37
61737,4710,55,42
61738,4559,34,18
61739,4702,64,42
61740,4623,60,39
61741,4705,34,20
61742,4562,61,30
61743,3327,44,19
61744,3336,24,24
61745,3462,49,14
61746,3330,42,15
61747,3503,26,46
61748,3334,43,15
61749,3328,39,14
61750,3500,28,37
61751,3324,39,15
61752,3323,24,14
61753,3483,50,42
61754,3337,38,14
61755,3506,26,15
61756,3331,47,14
61757,3335,43,30
61758,3509,33,36
61759,3325,47,15
61760,3323,48,63
61761,3522,34,16
61762,3330,46,14
61763,3527,51,29
61764,3333,26,33
61765,3330,46,30
61766,3570,49,32
61767,3329,24,15
61768,3326,39,13
61769,3504,55,29
61770,3333,25,16
61771,3485,34,12
61772,3333,27,14
61773,3330,44,14
61774,3500,53,15
61775,3331,24,34
61776,3323,41,14
61777,3505,54,15
61778,3332,25,46
61779,3474,30,12
61780,3332,44,16
61781,3328,25,15
61782,3494,48,29
61783,3329,40,16
61784,3325,24,16
61785,3488,53,15
61786,3332,42,42
61787,3493,22,21
61788,3333,42,14
61789,3329,27,33
61790,3574,47,13
61791,3299,41,14
61792,3299,25,46
61793,3710,52,29
61794,3265,41,13
61795,3632,35,12
61796,3393,56,15
61797,3324,42,28
61798,3700,27,30
61799,3332,49,15
61800,3302,41,30
61801,3681,33,35
61802,3316,53,39
61803,3386,66,36
61804,3517,30,15
61805,3300,43,15
61806,3754,27,15
61807,3302,48,44
61808,3298,40,31
61809,3643,27,34
61810,3298,40,15
61811,3314,51,14
61812,3726,28,35
61813,3314,42,43
61814,3720,37,13
61815,3300,24,33
61816,3329,40,13
61817,3681,49,14
61818,3338,24,14
61819,3332,42,16
61820,3502,48,33
61821,3325,26,45
61822,3499,40,14
61823,3340,42,32
61824,3329,26,45
61825,3492,49,47
61826,3359,26,33
61827,3351,34,13
61828,3520,45,14
61829,3331,24,45
61830,3481,44,32
61831,3377,49,31
61832,3829,38,56
61833,3563,68,45
61834,3336,45,30
61835,3413,21,21
61836,3407,42,31
61837,3331,37,15
61838,3513,28,14
61839,3332,43,43
61840,3325,40,14
61841,3562,29,38
61842,3331,43,31
61843,3513,26,14
61844,3330,48,14
61845,3332,44,17
61846,3507,29,15
61847,3331,45,14
61848,3337,36,45
61849,3506,29,35
61850,3331,41,16
61851,3518,42,14
61852,3334,26,58
61853,3355,40,28
61854,3566,49,29
61855,3332,24,14
61856,3408,35,22
61857,3440,44,41
61858,3334,26,44
61859,3510,44,15
61860,3332,42,14
61861,3338,25,16
61862,3549,47,42
61863,3333,24,15
61864,3501,34,30
61865,3325,41,15
61866,3324,24,14
61867,3518,51,41
61868,3332,40,31
61869,3332,24,31
61870,3520,52,30
61871,3331,41,15
61872,3530,27,15
61873,3334,47,13
61874,3333,40,14
61875,3518,30,14
61876,3333,47,32
61877,3478,50,60
61878,3488,28,14
61879,3254,44,28
61880,3677,25,31
61881,3283,39,29
61882,3248,41,14
61883,3637,29,45
61884,3295,40,41
61885,3387,38,30
61886,3493,26,16
61887,3253,44,27
61888,3653,42,29
61889,3333,23,14
61890,3250,39,28
61891,3633,47,43
61892,3285,26,35
61893,3358,45,47
61894,3602,51,32
61895,3333,25,15
61896,3538,44,34
61897,3355,45,15
61898,3333,29,15
61899,3505,81,15
61900,3328,27,17
61901,3332,46,15
61902,3698,65,32
61903,3335,25,36
61904,3603,42,39
61905,3421,44,27
61906,3253,23,39
61907,3599,42,16
61908,3271,49,13
61909,3249,23,30
61910,3700,45,14
61911,3285,39,40
61912,3490,27,45
61913,3510,39,13
61914,3288,36,15
61915,3627,25,31
61916,3291,38,15
61917,3249,22,13
61918,3664,43,12
61919,3287,39,15
61920,3285,21,12
61921,3605,47,30
61922,3285,37,28
61923,3606,24,30
61924,3293,38,39
61925,3285,55,30
61926,3801,27,32
61927,3249,38,14
61928,3347,47,19
61929,3527,27,37
61930,3292,39,14
61931,3733,40,14
61932,3290,25,29
61933,3252,39,15
61934,3738,25,45
61935,3254,38,27
61936,3272,44,13
61937,3620,28,33
61938,3285,41,40
61939,3776,48,17
61940,3357,26,34
61941,3319,39,14
61942,3735,49,14
61943,3316,24,30
61944,3285,40,31
61945,3674,47,14
61946,3286,24,16
61947,3686,68,12
61948,3291,45,16
61949,3286,24,34
61950,3594,50,30
61951,3286,39,14
61952,3283,24,15
61953,3694,48,14
61954,3299,24,47
61955,3541,29,12
61956,3554,50,47
61957,3340,26,35
61958,3677,46,31
61959,3330,43,46
61960,3328,26,16
61961,3493,52,38
61962,3353,42,30
61963,3411,22,12
61964,4693,59,17
61965,4579,30,20
61966,4704,35,43
61967,4592,31,12
61968,4680,71,18
61969,4595,25,27
61970,4614,125,20
61971,4295,44,49
61972,3531,70,32
61973,3333,43,32
61974,3519,27,15
61975,3333,45,16
61976,3324,38,31
61977,3510,26,15
61978,3333,42,30
61979,3405,33,28
61980,3431,27,37
61981,3338,43,34
61982,3532,50,32
61983,3333,25,16
61984,3325,42,14
61985,3662,52,34
61986,3333,26,47
61987,3395,36,21
61988,3432,62,97
61989,3577,27,34
61990,3595,45,48
61991,3331,25,17
61992,3332,43,16
61993,3692,51,16
61994,3327,27,15
61995,3472,32,27
61996,3430,46,47
61997,3330,26,15
61998,3508,51,46
61999,3340,45,16
62000,3330,25,35
62001,3580,61,14
62002,3972,51,15
62003,3681,23,12
62004,4727,84,19
62005,4632,41,13
62006,4657,38,19
62007,4516,34,12
62008,4624,38,52
62009,4612,41,25
62010,4577,70,45
62011,4499,22,12
62012,4589,82,41
62013,4477,61,59
62014,4612,40,45
62015,4481,63,42
62016,3827,61,31
62017,3332,27,15
62018,3673,42,16
62019,3332,46,33
62020,3333,27,15
62021,3639,51,34
62022,3336,46,16
62023,3326,26,35
62024,3709,46,15
62025,3332,43,15
62026,3493,24,15
